REF_DATE,GEO,DGUID,Residence on or off reserve (3),Household type including census family structure (9),Statistics (3C),Shelter-cost-to-income ratio (5),Coordinate,Tenure including presence of mortgage payments and subsidized housing (8):Total - Tenure including presence of mortgage payments and subsidized housing[1],Symbol,Tenure including presence of mortgage payments and subsidized housing (8):Owner[2],Symbol,Tenure including presence of mortgage payments and subsidized housing (8):With mortgage[3],Symbol,Tenure including presence of mortgage payments and subsidized housing (8):Without mortgage[4],Symbol,Tenure including presence of mortgage payments and subsidized housing (8):Renter[5],Symbol,Tenure including presence of mortgage payments and subsidized housing (8):Subsidized housing[6],Symbol,Tenure including presence of mortgage payments and subsidized housing (8):Not subsidized housing[7],Symbol,"Tenure including presence of mortgage payments and subsidized housing (8):Dwelling provided by the local government, First Nation or Indian band[8]",Symbol
2021,Toronto,2021A00033520,Off reserve,Total - Household type including family structure,Confidence interval upper bound of number of private households,30% to less than 100%,2385.3.1.3.4,323063,,132688,,105131,,27995,,191092,,17534,,174079,,0,...
2021,Toronto,2021A00033520,Off reserve,Total - Household type including family structure,Confidence interval upper bound of number of private households,Not applicable,2385.3.1.3.5,9385,,2629,,1432,,1264,,6961,,542,,6480,,0,...
2021,Toronto,2021A00033520,Off reserve,Census-family households,Number of private households,Total - Shelter-cost-to-income ratio,2385.3.2.1.1,700255,,426450,,254250,,172205,,273805,,32375,,241430,,0,
2021,Toronto,2021A00033520,Off reserve,Census-family households,Number of private households,Spending less than 30% of income on shelter costs,2385.3.2.1.2,538115,,344135,,180950,,163190,,193980,,27330,,166650,,0,
2021,Toronto,2021A00033520,Off reserve,Census-family households,Number of private households,Spending 30% or more of income on shelter costs,2385.3.2.1.3,160065,,81850,,73020,,8825,,78220,,4955,,73265,,0,
2021,Toronto,2021A00033520,Off reserve,Census-family households,Number of private households,30% to less than 100%,2385.3.2.1.4,144930,,73870,,66035,,7835,,71065,,4485,,66585,,0,
2021,Toronto,2021A00033520,Off reserve,Census-family households,Number of private households,Not applicable,2385.3.2.1.5,2075,,470,,280,,190,,1605,,85,,1515,,0,
2021,Toronto,2021A00033520,Off reserve,Census-family households,Confidence interval lower bound of number of private households,Total - Shelter-cost-to-income ratio,2385.3.2.2.1,699766,,425260,,252707,,171260,,272504,,31820,,240181,,0,...
2021,Toronto,2021A00033520,Off reserve,Census-family households,Confidence interval lower bound of number of private households,Spending less than 30% of income on shelter costs,2385.3.2.2.2,537118,,343006,,179732,,162367,,192620,,26776,,165331,,0,...
2021,Toronto,2021A00033520,Off reserve,Census-family households,Confidence interval lower bound of number of private households,Spending 30% or more of income on shelter costs,2385.3.2.2.3,159040,,80999,,72159,,8505,,77561,,4785,,72596,,0,...
2021,Toronto,2021A00033520,Off reserve,Census-family households,Confidence interval lower bound of number of private households,30% to less than 100%,2385.3.2.2.4,143966,,73080,,65235,,7526,,70366,,4305,,65906,,0,...
2021,Toronto,2021A00033520,Off reserve,Census-family households,Confidence interval lower bound of number of private households,Not applicable,2385.3.2.2.5,1937,,422,,233,,153,,1469,,67,,1388,,0,...
2021,Toronto,2021A00033520,Off reserve,Census-family households,Confidence interval upper bound of number of private households,Total - Shelter-cost-to-income ratio,2385.3.2.3.1,700744,,427643,,255803,,173155,,275112,,32940,,242686,,0,...
2021,Toronto,2021A00033520,Off reserve,Census-family households,Confidence interval upper bound of number of private households,Spending less than 30% of income on shelter costs,2385.3.2.3.2,539114,,345267,,182176,,164017,,195350,,27896,,167979,,0,...
2021,Toronto,2021A00033520,Off reserve,Census-family households,Confidence interval upper bound of number of private households,Spending 30% or more of income on shelter costs,2385.3.2.3.3,161097,,82710,,73891,,9157,,78885,,5131,,73940,,0,...
2021,Toronto,2021A00033520,Off reserve,Census-family households,Confidence interval upper bound of number of private households,30% to less than 100%,2385.3.2.3.4,145901,,74669,,66845,,8157,,71771,,4672,,67271,,0,...
2021,Toronto,2021A00033520,Off reserve,Census-family households,Confidence interval upper bound of number of private households,Not applicable,2385.3.2.3.5,2223,,524,,336,,235,,1754,,108,,1653,,0,...
2021,Toronto,2021A00033520,Off reserve,One-census-family households without additional person,Number of private households,Total - Shelter-cost-to-income ratio,2385.3.3.1.1,609280,,365345,,212125,,153225,,243935,,29605,,214335,,0,
2021,Toronto,2021A00033520,Off reserve,One-census-family households without additional person,Number of private households,Spending less than 30% of income on shelter costs,2385.3.3.1.2,462205,,292720,,148220,,144500,,169490,,24830,,144655,,0,
2021,Toronto,2021A00033520,Off reserve,One-census-family households without additional person,Number of private households,Spending 30% or more of income on shelter costs,2385.3.3.1.3,145065,,72200,,63645,,8555,,72860,,4680,,68180,,0,
2021,Toronto,2021A00033520,Off reserve,One-census-family households without additional person,Number of private households,30% to less than 100%,2385.3.3.1.4,130840,,64850,,57265,,7590,,65980,,4225,,61760,,0,
2021,Toronto,2021A00033520,Off reserve,One-census-family households without additional person,Number of private households,Not applicable,2385.3.3.1.5,2010,,425,,265,,160,,1585,,85,,1495,,0,
2021,Toronto,2021A00033520,Off reserve,One-census-family households without additional person,Confidence interval lower bound of number of private households,Total - Shelter-cost-to-income ratio,2385.3.3.2.1,608517,,364135,,210835,,152240,,242685,,29130,,213106,,0,...
2021,Toronto,2021A00033520,Off reserve,One-census-family households without additional person,Confidence interval lower bound of number of private households,Spending less than 30% of income on shelter costs,2385.3.3.2.2,461299,,291500,,147175,,143637,,168343,,24336,,143549,,0,...
2021,Toronto,2021A00033520,Off reserve,One-census-family households without additional person,Confidence interval lower bound of number of private households,Spending 30% or more of income on shelter costs,2385.3.3.2.3,144080,,71420,,62825,,8216,,72251,,4520,,67541,,0,...
2021,Toronto,2021A00033520,Off reserve,One-census-family households without additional person,Confidence interval lower bound of number of private households,30% to less than 100%,2385.3.3.2.4,129876,,64131,,56516,,7261,,65321,,4046,,61091,,0,...
2021,Toronto,2021A00033520,Off reserve,One-census-family households without additional person,Confidence interval lower bound of number of private households,Not applicable,2385.3.3.2.5,1882,,377,,219,,124,,1458,,67,,1368,,0,...
2021,Toronto,2021A00033520,Off reserve,One-census-family households without additional person,Confidence interval upper bound of number of private households,Total - Shelter-cost-to-income ratio,2385.3.3.3.1,610044,,366559,,213422,,154216,,245191,,30088,,215571,,0,...
2021,Toronto,2021A00033520,Off reserve,One-census-family households without additional person,Confidence interval upper bound of number of private households,Spending less than 30% of income on shelter costs,2385.3.3.3.2,463112,,293945,,149273,,145368,,170645,,25334,,145769,,0,...
2021,Toronto,2021A00033520,Off reserve,One-census-family households without additional person,Confidence interval upper bound of number of private households,Spending 30% or more of income on shelter costs,2385.3.3.3.3,146056,,72988,,64475,,8908,,73474,,4846,,68825,,0,...
2021,Toronto,2021A00033520,Off reserve,One-census-family households without additional person,Confidence interval upper bound of number of private households,30% to less than 100%,2385.3.3.3.4,131811,,65577,,58024,,7934,,66645,,4412,,62436,,0,...
2021,Toronto,2021A00033520,Off reserve,One-census-family households without additional person,Confidence interval upper bound of number of private households,Not applicable,2385.3.3.3.5,2147,,479,,321,,206,,1723,,108,,1633,,0,...
2021,Toronto,2021A00033520,Off reserve,One couple census family without other persons in the household,Number of private households,Total - Shelter-cost-to-income ratio,2385.3.4.1.1,494925,,316475,,185230,,131245,,178450,,12095,,166355,,0,
2021,Toronto,2021A00033520,Off reserve,One couple census family without other persons in the household,Number of private households,Spending less than 30% of income on shelter costs,2385.3.4.1.2,387140,,259345,,134560,,124785,,127795,,9800,,117995,,0,
2021,Toronto,2021A00033520,Off reserve,One couple census family without other persons in the household,Number of private households,Spending 30% or more of income on shelter costs,2385.3.4.1.3,106185,,56840,,50485,,6360,,49335,,2240,,47100,,0,
2021,Toronto,2021A00033520,Off reserve,One couple census family without other persons in the household,Number of private households,30% to less than 100%,2385.3.4.1.4,96395,,51850,,46205,,5640,,44545,,1985,,42560,,0,
2021,Toronto,2021A00033520,Off reserve,One couple census family without other persons in the household,Number of private households,Not applicable,2385.3.4.1.5,1605,,285,,185,,105,,1320,,55,,1265,,0,
2021,Toronto,2021A00033520,Off reserve,One couple census family without other persons in the household,Confidence interval lower bound of number of private households,Total - Shelter-cost-to-income ratio,2385.3.4.2.1,494080,,315326,,183951,,130281,,177353,,11724,,165198,,0,...
2021,Toronto,2021A00033520,Off reserve,One couple census family without other persons in the household,Confidence interval lower bound of number of private households,Spending less than 30% of income on shelter costs,2385.3.4.2.2,386164,,258197,,133586,,123862,,126720,,9479,,116941,,0,...
2021,Toronto,2021A00033520,Off reserve,One couple census family without other persons in the household,Confidence interval lower bound of number of private households,Spending 30% or more of income on shelter costs,2385.3.4.2.3,105293,,56142,,49797,,6062,,48738,,2102,,46473,,0,...
2021,Toronto,2021A00033520,Off reserve,One couple census family without other persons in the household,Confidence interval lower bound of number of private households,30% to less than 100%,2385.3.4.2.4,95503,,51182,,45538,,5372,,43888,,1866,,41893,,0,...
2021,Toronto,2021A00033520,Off reserve,One couple census family without other persons in the household,Confidence interval lower bound of number of private households,Not applicable,2385.3.4.2.5,1478,,230,,149,,71,,1185,,38,,1139,,0,...
2021,Toronto,2021A00033520,Off reserve,One couple census family without other persons in the household,Confidence interval upper bound of number of private households,Total - Shelter-cost-to-income ratio,2385.3.4.3.1,495771,,317628,,186518,,132216,,179553,,12478,,167520,,0,...
2021,Toronto,2021A00033520,Off reserve,One couple census family without other persons in the household,Confidence interval upper bound of number of private households,Spending less than 30% of income on shelter costs,2385.3.4.3.2,388119,,260498,,135541,,125715,,128879,,10131,,119059,,0,...
2021,Toronto,2021A00033520,Off reserve,One couple census family without other persons in the household,Confidence interval upper bound of number of private households,Spending 30% or more of income on shelter costs,2385.3.4.3.3,107085,,57547,,51182,,6673,,49940,,2387,,47736,,0,...
2021,Toronto,2021A00033520,Off reserve,One couple census family without other persons in the household,Confidence interval upper bound of number of private households,30% to less than 100%,2385.3.4.3.4,97295,,52527,,46882,,5922,,45212,,2111,,43238,,0,...
2021,Toronto,2021A00033520,Off reserve,One couple census family without other persons in the household,Confidence interval upper bound of number of private households,Not applicable,2385.3.4.3.5,1743,,353,,230,,154,,1470,,79,,1405,,0,...
2021,Toronto,2021A00033520,Off reserve,Without children,Number of private households,Total - Shelter-cost-to-income ratio,2385.3.5.1.1,227980,,138000,,60825,,77175,,89980,,4825,,85155,,0,
2021,Toronto,2021A00033520,Off reserve,Without children,Number of private households,Spending less than 30% of income on shelter costs,2385.3.5.1.2,175435,,114015,,41960,,72055,,61425,,3555,,57875,,0,
2021,Toronto,2021A00033520,Off reserve,Without children,Number of private households,Spending 30% or more of income on shelter costs,2385.3.5.1.3,51630,,23845,,18780,,5060,,27785,,1245,,26540,,0,
2021,Toronto,2021A00033520,Off reserve,Without children,Number of private households,30% to less than 100%,2385.3.5.1.4,46490,,21395,,16870,,4530,,25090,,1140,,23950,,0,
2021,Toronto,2021A00033520,Off reserve,Without children,Number of private households,Not applicable,2385.3.5.1.5,915,,145,,85,,65,,765,,25,,745,,0,
2021,Toronto,2021A00033520,Off reserve,Without children,Confidence interval lower bound of number of private households,Total - Shelter-cost-to-income ratio,2385.3.5.2.1,227400,,137218,,60066,,76354,,89149,,4539,,84253,,0,...
2021,Toronto,2021A00033520,Off reserve,Without children,Confidence interval lower bound of number of private households,Spending less than 30% of income on shelter costs,2385.3.5.2.2,174632,,113183,,41474,,71235,,60656,,3309,,57036,,0,...
2021,Toronto,2021A00033520,Off reserve,Without children,Confidence interval lower bound of number of private households,Spending 30% or more of income on shelter costs,2385.3.5.2.3,50932,,23242,,18189,,4783,,27260,,1129,,25996,,0,...
2021,Toronto,2021A00033520,Off reserve,Without children,Confidence interval lower bound of number of private households,30% to less than 100%,2385.3.5.2.4,45813,,20802,,16290,,4282,,24596,,1033,,23436,,0,...
2021,Toronto,2021A00033520,Off reserve,Without children,Confidence interval lower bound of number of private households,Not applicable,2385.3.5.2.5,810,,117,,67,,48,,670,,11,,641,,0,...
2021,Toronto,2021A00033520,Off reserve,Without children,Confidence interval upper bound of number of private households,Total - Shelter-cost-to-income ratio,2385.3.5.3.1,228561,,138786,,61594,,78004,,90819,,5130,,86066,,0,...
2021,Toronto,2021A00033520,Off reserve,Without children,Confidence interval upper bound of number of private households,Spending less than 30% of income on shelter costs,2385.3.5.3.2,176241,,114853,,42452,,72885,,62204,,3819,,58727,,0,...
2021,Toronto,2021A00033520,Off reserve,Without children,Confidence interval upper bound of number of private households,Spending 30% or more of income on shelter costs,2385.3.5.3.3,52338,,24464,,19391,,5353,,28320,,1373,,27096,,0,...
2021,Toronto,2021A00033520,Off reserve,Without children,Confidence interval upper bound of number of private households,30% to less than 100%,2385.3.5.3.4,47177,,22004,,17471,,4792,,25594,,1258,,24475,,0,...
2021,Toronto,2021A00033520,Off reserve,Without children,Confidence interval upper bound of number of private households,Not applicable,2385.3.5.3.5,1034,,179,,108,,89,,874,,55,,866,,0,...
2021,Toronto,2021A00033520,Off reserve,With children,Number of private households,Total - Shelter-cost-to-income ratio,2385.3.6.1.1,266945,,178475,,124400,,54070,,88475,,7270,,81200,,0,
2021,Toronto,2021A00033520,Off reserve,With children,Number of private households,Spending less than 30% of income on shelter costs,2385.3.6.1.2,211705,,145335,,92600,,52730,,66370,,6250,,60120,,0,
2021,Toronto,2021A00033520,Off reserve,With children,Number of private households,Spending 30% or more of income on shelter costs,2385.3.6.1.3,54550,,33005,,31700,,1295,,21550,,990,,20555,,0,
2021,Toronto,2021A00033520,Off reserve,With children,Number of private households,30% to less than 100%,2385.3.6.1.4,49905,,30450,,29340,,1110,,19455,,845,,18610,,0,
2021,Toronto,2021A00033520,Off reserve,With children,Number of private households,Not applicable,2385.3.6.1.5,690,,140,,100,,40,,550,,30,,520,,0,
2021,Toronto,2021A00033520,Off reserve,With children,Confidence interval lower bound of number of private households,Total - Shelter-cost-to-income ratio,2385.3.6.2.1,266192,,177611,,123487,,53452,,87856,,6981,,80581,,0,...
2021,Toronto,2021A00033520,Off reserve,With children,Confidence interval lower bound of number of private households,Spending less than 30% of income on shelter costs,2385.3.6.2.2,211034,,144492,,91738,,52112,,65731,,5971,,59552,,0,...
2021,Toronto,2021A00033520,Off reserve,With children,Confidence interval lower bound of number of private households,Spending 30% or more of income on shelter costs,2385.3.6.2.3,54003,,32520,,31215,,1178,,21146,,875,,20162,,0,...
2021,Toronto,2021A00033520,Off reserve,With children,Confidence interval lower bound of number of private households,30% to less than 100%,2385.3.6.2.4,49318,,29965,,28855,,1003,,19002,,731,,18167,,0,...
2021,Toronto,2021A00033520,Off reserve,With children,Confidence interval lower bound of number of private households,Not applicable,2385.3.6.2.5,604,,98,,67,,19,,474,,15,,453,,0,...
2021,Toronto,2021A00033520,Off reserve,With children,Confidence interval upper bound of number of private households,Total - Shelter-cost-to-income ratio,2385.3.6.3.1,267700,,179343,,125320,,54695,,89098,,7571,,81824,,0,...
2021,Toronto,2021A00033520,Off reserve,With children,Confidence interval upper bound of number of private households,Spending less than 30% of income on shelter costs,2385.3.6.3.2,212378,,146183,,93470,,53355,,67015,,6542,,60693,,0,...
2021,Toronto,2021A00033520,Off reserve,With children,Confidence interval upper bound of number of private households,Spending 30% or more of income on shelter costs,2385.3.6.3.3,55103,,33497,,32193,,1423,,21961,,1120,,20956,,0,...
2021,Toronto,2021A00033520,Off reserve,With children,Confidence interval upper bound of number of private households,30% to less than 100%,2385.3.6.3.4,50499,,30943,,29833,,1228,,19919,,976,,19064,,0,...
2021,Toronto,2021A00033520,Off reserve,With children,Confidence interval upper bound of number of private households,Not applicable,2385.3.6.3.5,788,,201,,150,,84,,638,,58,,596,,0,...
2021,Toronto,2021A00033520,Off reserve,One-census-family household without additional persons: one-parent family,Number of private households,Total - Shelter-cost-to-income ratio,2385.3.7.1.1,114355,,48870,,26895,,21980,,65485,,17510,,47980,,0,
2021,Toronto,2021A00033520,Off reserve,One-census-family household without additional persons: one-parent family,Number of private households,Spending less than 30% of income on shelter costs,2385.3.7.1.2,75070,,33370,,13660,,19715,,41700,,15030,,26660,,0,
2021,Toronto,2021A00033520,Off reserve,One-census-family household without additional persons: one-parent family,Number of private households,Spending 30% or more of income on shelter costs,2385.3.7.1.3,38885,,15360,,13155,,2200,,23525,,2445,,21080,,0,
2021,Toronto,2021A00033520,Off reserve,One-census-family household without additional persons: one-parent family,Number of private households,30% to less than 100%,2385.3.7.1.4,34440,,13005,,11055,,1945,,21440,,2245,,19195,,0,
2021,Toronto,2021A00033520,Off reserve,One-census-family household without additional persons: one-parent family,Number of private households,Not applicable,2385.3.7.1.5,405,,140,,75,,65,,265,,35,,230,,0,
2021,Toronto,2021A00033520,Off reserve,One-census-family household without additional persons: one-parent family,Confidence interval lower bound of number of private households,Total - Shelter-cost-to-income ratio,2385.3.7.2.1,113665,,48363,,26461,,21576,,64816,,17137,,47363,,0,...
2021,Toronto,2021A00033520,Off reserve,One-census-family household without additional persons: one-parent family,Confidence interval lower bound of number of private households,Spending less than 30% of income on shelter costs,2385.3.7.2.2,74431,,32925,,13358,,19372,,41103,,14668,,26156,,0,...
2021,Toronto,2021A00033520,Off reserve,One-census-family household without additional persons: one-parent family,Confidence interval lower bound of number of private households,Spending 30% or more of income on shelter costs,2385.3.7.2.3,38179,,14948,,12754,,2072,,23051,,2297,,20627,,0,...
2021,Toronto,2021A00033520,Off reserve,One-census-family household without additional persons: one-parent family,Confidence interval lower bound of number of private households,30% to less than 100%,2385.3.7.2.4,33764,,12653,,10724,,1808,,20947,,2107,,18722,,0,...
2021,Toronto,2021A00033520,Off reserve,One-census-family household without additional persons: one-parent family,Confidence interval lower bound of number of private households,Not applicable,2385.3.7.2.5,331,,105,,50,,41,,211,,26,,169,,0,...
2021,Toronto,2021A00033520,Off reserve,One-census-family household without additional persons: one-parent family,Confidence interval upper bound of number of private households,Total - Shelter-cost-to-income ratio,2385.3.7.3.1,115050,,49382,,27337,,22391,,66161,,17891,,48605,,0,...
2021,Toronto,2021A00033520,Off reserve,One-census-family household without additional persons: one-parent family,Confidence interval upper bound of number of private households,Spending less than 30% of income on shelter costs,2385.3.7.3.2,75714,,33821,,13969,,20064,,42305,,15401,,27174,,0,...
2021,Toronto,2021A00033520,Off reserve,One-census-family household without additional persons: one-parent family,Confidence interval upper bound of number of private households,Spending 30% or more of income on shelter costs,2385.3.7.3.3,39604,,15783,,13569,,2336,,24009,,2603,,21543,,0,...
2021,Toronto,2021A00033520,Off reserve,One-census-family household without additional persons: one-parent family,Confidence interval upper bound of number of private households,30% to less than 100%,2385.3.7.3.4,35129,,13366,,11396,,2093,,21945,,2392,,19680,,0,...
2021,Toronto,2021A00033520,Off reserve,One-census-family household without additional persons: one-parent family,Confidence interval upper bound of number of private households,Not applicable,2385.3.7.3.5,495,,187,,112,,104,,334,,47,,313,,0,...
2021,Toronto,2021A00033520,Off reserve,Other census family households,Number of private households,Total - Shelter-cost-to-income ratio,2385.3.8.1.1,90975,,61105,,42125,,18980,,29870,,2770,,27095,,0,
2021,Toronto,2021A00033520,Off reserve,Other census family households,Number of private households,Spending less than 30% of income on shelter costs,2385.3.8.1.2,75910,,51420,,32730,,18690,,24485,,2495,,21995,,0,
2021,Toronto,2021A00033520,Off reserve,Other census family households,Number of private households,Spending 30% or more of income on shelter costs,2385.3.8.1.3,15000,,9645,,9375,,270,,5360,,275,,5085,,0,
2021,Toronto,2021A00033520,Off reserve,Other census family households,Number of private households,30% to less than 100%,2385.3.8.1.4,14100,,9020,,8770,,245,,5080,,260,,4820,,0,
2021,Toronto,2021A00033520,Off reserve,Other census family households,Number of private households,Not applicable,2385.3.8.1.5,65,,45,,20,,20,,15,,0,,15,,0,
2021,Toronto,2021A00033520,Off reserve,Other census family households,Confidence interval lower bound of number of private households,Total - Shelter-cost-to-income ratio,2385.3.8.2.1,90285,,60527,,41448,,18527,,29255,,2602,,26561,,0,...
2021,Toronto,2021A00033520,Off reserve,Other census family households,Confidence interval lower bound of number of private households,Spending less than 30% of income on shelter costs,2385.3.8.2.2,75160,,50863,,32175,,18237,,23872,,2337,,21452,,0,...
2021,Toronto,2021A00033520,Off reserve,Other census family households,Confidence interval lower bound of number of private households,Spending 30% or more of income on shelter costs,2385.3.8.2.3,14648,,9334,,9045,,208,,5141,,220,,4876,,0,...
2021,Toronto,2021A00033520,Off reserve,Other census family households,Confidence interval lower bound of number of private households,30% to less than 100%,2385.3.8.2.4,13738,,8720,,8460,,191,,4861,,206,,4611,,0,...
2021,Toronto,2021A00033520,Off reserve,Other census family households,Confidence interval lower bound of number of private households,Not applicable,2385.3.8.2.5,41,,29,,8,,8,,8,,0,...,8,,0,...
2021,Toronto,2021A00033520,Off reserve,Other census family households,Confidence interval upper bound of number of private households,Total - Shelter-cost-to-income ratio,2385.3.8.3.1,91670,,61688,,42813,,19444,,30498,,2949,,27640,,0,...
2021,Toronto,2021A00033520,Off reserve,Other census family households,Confidence interval upper bound of number of private households,Spending less than 30% of income on shelter costs,2385.3.8.3.2,76667,,51983,,33295,,19154,,25114,,2663,,22552,,0,...
2021,Toronto,2021A00033520,Off reserve,Other census family households,Confidence interval upper bound of number of private households,Spending 30% or more of income on shelter costs,2385.3.8.3.3,15361,,9966,,9717,,351,,5589,,343,,5303,,0,...
2021,Toronto,2021A00033520,Off reserve,Other census family households,Confidence interval upper bound of number of private households,30% to less than 100%,2385.3.8.3.4,14471,,9331,,9091,,314,,5309,,329,,5039,,0,...
2021,Toronto,2021A00033520,Off reserve,Other census family households,Confidence interval upper bound of number of private households,Not applicable,2385.3.8.3.5,104,,70,,53,,53,,29,,0,...,29,,0,...
2021,Toronto,2021A00033520,Off reserve,Non-census-family households,Number of private households,Total - Shelter-cost-to-income ratio,2385.3.9.1.1,460630,,176460,,86855,,89600,,284170,,46905,,237260,,0,
2021,Toronto,2021A00033520,Off reserve,Non-census-family households,Number of private households,Spending less than 30% of income on shelter costs,2385.3.9.1.2,239715,,102895,,37510,,65390,,136820,,32570,,104250,,0,
2021,Toronto,2021A00033520,Off reserve,Non-census-family households,Number of private households,Spending 30% or more of income on shelter costs,2385.3.9.1.3,213900,,71630,,48355,,23275,,142270,,13960,,128310,,0,
2021,Toronto,2021A00033520,Off reserve,Non-census-family households,Number of private households,30% to less than 100%,2385.3.9.1.4,176745,,57785,,38155,,19630,,118955,,12595,,106360,,0,
2021,Toronto,2021A00033520,Off reserve,Non-census-family households,Number of private households,Not applicable,2385.3.9.1.5,7015,,1940,,995,,945,,5075,,375,,4705,,0,
2021,Toronto,2021A00033520,Off reserve,Non-census-family households,Confidence interval lower bound of number of private households,Total - Shelter-cost-to-income ratio,2385.3.9.2.1,460141,,175414,,86084,,88577,,283346,,46228,,236467,,0,...
2021,Toronto,2021A00033520,Off reserve,Non-census-family households,Confidence interval lower bound of number of private households,Spending less than 30% of income on shelter costs,2385.3.9.2.2,238547,,102083,,36964,,64580,,135866,,31965,,103287,,0,...
2021,Toronto,2021A00033520,Off reserve,Non-census-family households,Confidence interval lower bound of number of private households,Spending 30% or more of income on shelter costs,2385.3.9.2.3,212631,,70739,,47617,,22741,,141346,,13578,,127346,,0,...
2021,Toronto,2021A00033520,Off reserve,Non-census-family households,Confidence interval lower bound of number of private households,30% to less than 100%,2385.3.9.2.4,175588,,56936,,37479,,19157,,118032,,12253,,105377,,0,...
2021,Toronto,2021A00033520,Off reserve,Non-census-family households,Confidence interval lower bound of number of private households,Not applicable,2385.3.9.2.5,6726,,1756,,862,,839,,4846,,310,,4486,,0,...
2021,Toronto,2021A00033520,Off reserve,Non-census-family households,Confidence interval upper bound of number of private households,Total - Shelter-cost-to-income ratio,2385.3.9.3.1,461119,,177512,,87632,,90635,,284996,,47592,,238056,,0,...
2021,Toronto,2021A00033520,Off reserve,Non-census-family households,Confidence interval upper bound of number of private households,Spending less than 30% of income on shelter costs,2385.3.9.3.2,240889,,103713,,38064,,66210,,137781,,33187,,105222,,0,...
2021,Toronto,2021A00033520,Off reserve,Non-census-family households,Confidence interval upper bound of number of private households,Spending 30% or more of income on shelter costs,2385.3.9.3.3,215177,,72532,,49104,,23821,,143200,,14352,,129281,,0,...
2021,Toronto,2021A00033520,Off reserve,Non-census-family households,Confidence interval upper bound of number of private households,30% to less than 100%,2385.3.9.3.4,177910,,58647,,38844,,20115,,119885,,12946,,107353,,0,...
2021,Toronto,2021A00033520,Off reserve,Non-census-family households,Confidence interval upper bound of number of private households,Not applicable,2385.3.9.3.5,7317,,2143,,1148,,1064,,5315,,453,,4934,,0,...
2021,Toronto,2021A00053520005,Total - Residence on or off reserve,Total - Household type including family structure,Number of private households,Total - Shelter-cost-to-income ratio,2386.1.1.1.1,1160885,,602915,,341110,,261805,,557970,,79280,,478690,,0,
2021,Toronto,2021A00053520005,Total - Residence on or off reserve,Total - Household type including family structure,Number of private households,Spending less than 30% of income on shelter costs,2386.1.1.1.2,777830,,447035,,218455,,228575,,330800,,59900,,270900,,0,
2021,Toronto,2021A00053520005,Total - Residence on or off reserve,Total - Household type including family structure,Number of private households,Spending 30% or more of income on shelter costs,2386.1.1.1.3,373965,,153475,,121375,,32100,,220490,,18915,,201580,,0,
2021,Toronto,2021A00053520005,Total - Residence on or off reserve,Total - Household type including family structure,Number of private households,30% to less than 100%,2386.1.1.1.4,321675,,131655,,104190,,27460,,190020,,17080,,172945,,0,
2021,Toronto,2021A00053520005,Total - Residence on or off reserve,Total - Household type including family structure,Number of private households,Not applicable,2386.1.1.1.5,9085,,2405,,1270,,1135,,6680,,465,,6220,,0,
2021,Toronto,2021A00053520005,Total - Residence on or off reserve,Total - Household type including family structure,Confidence interval lower bound of number of private households,Total - Shelter-cost-to-income ratio,2386.1.1.2.1,1160875,,601328,,339383,,260870,,556383,,78469,,477084,,0,...
2021,Toronto,2021A00053520005,Total - Residence on or off reserve,Total - Household type including family structure,Confidence interval lower bound of number of private households,Spending less than 30% of income on shelter costs,2386.1.1.2.2,776395,,445723,,217206,,227782,,329012,,59091,,269113,,0,...
2021,Toronto,2021A00053520005,Total - Residence on or off reserve,Total - Household type including family structure,Confidence interval lower bound of number of private households,Spending 30% or more of income on shelter costs,2386.1.1.2.3,372471,,152349,,120310,,31525,,219413,,18452,,200443,,0,...
2021,Toronto,2021A00053520005,Total - Residence on or off reserve,Total - Household type including family structure,Confidence interval lower bound of number of private households,30% to less than 100%,2386.1.1.2.4,320293,,130630,,103257,,26935,,188954,,16638,,171818,,0,...
2021,Toronto,2021A00053520005,Total - Residence on or off reserve,Total - Household type including family structure,Confidence interval lower bound of number of private households,Not applicable,2386.1.1.2.5,8794,,2200,,1126,,1019,,6411,,399,,5971,,0,...
2021,Toronto,2021A00053520005,Total - Residence on or off reserve,Total - Household type including family structure,Confidence interval upper bound of number of private households,Total - Shelter-cost-to-income ratio,2386.1.1.3.1,1160895,,604506,,342846,,262744,,559561,,80099,,480302,,0,...
2021,Toronto,2021A00053520005,Total - Residence on or off reserve,Total - Household type including family structure,Confidence interval upper bound of number of private households,Spending less than 30% of income on shelter costs,2386.1.1.3.2,779267,,448351,,219711,,229371,,332597,,60720,,272698,,0,...
2021,Toronto,2021A00053520005,Total - Residence on or off reserve,Total - Household type including family structure,Confidence interval upper bound of number of private households,Spending 30% or more of income on shelter costs,2386.1.1.3.3,375465,,154610,,122449,,32686,,221572,,19389,,202724,,0,...
2021,Toronto,2021A00053520005,Total - Residence on or off reserve,Total - Household type including family structure,Confidence interval upper bound of number of private households,30% to less than 100%,2386.1.1.3.4,323063,,132688,,105131,,27995,,191092,,17534,,174079,,0,...
2021,Toronto,2021A00053520005,Total - Residence on or off reserve,Total - Household type including family structure,Confidence interval upper bound of number of private households,Not applicable,2386.1.1.3.5,9385,,2629,,1432,,1264,,6961,,542,,6480,,0,...
2021,Toronto,2021A00053520005,Total - Residence on or off reserve,Census-family households,Number of private households,Total - Shelter-cost-to-income ratio,2386.1.2.1.1,700255,,426450,,254250,,172205,,273805,,32375,,241430,,0,
